GN,GN Latitude,GN Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dahampura,6.8016629,79.8779834,ShenU's Heaven,6.807890610545206,79.88374951031794,Residence
Dahampura,6.8016629,79.8779834,"Soysapura Flats, Moratuwa",6.803784697143437,79.8838588687806,Residence
Dahampura,6.8016629,79.8779834,Miraj Housing Scheme,6.803651705361532,79.88016247739256,Residence
Dahampura,6.8016629,79.8779834,Eranga's Den,6.803534212506796,79.88390808004446,Residence
Dahampura,6.8016629,79.8779834,¤THE WEB¤,6.803295506433366,79.8816169931255,Residence
Dahampura,6.8016629,79.8779834,Kaldemulla,6.806043106403096,79.88312311384442,Residence
Dahampura,6.8016629,79.8779834,Mount View Residencies,6.808464711899632,79.88387527253828,Residence
Dahampura,6.8016629,79.8779834,Soyzapura Housing Scheme,6.806583650820824,79.88362374791782,Residence
Bopetta,6.9318358,79.9045771,Brandiyawatta,6.9396684963643915,79.90254076545024,Residence
Bopetta,6.9318358,79.9045771,Salawatha Road,6.934441988637933,79.8974127971304,Residence
Batalandahena,6.9316018,79.9091252,Megoda Kolonnawa,6.922742351949357,79.91138553360075,Residence
Batalandahena,6.9316018,79.9091252,Birds Park Residences,6.922000805893735,79.90976205519097,Residence
Mulleriyawa South,6.9339712,79.9286801,Ranabima Residensies,6.936305194236056,79.93602919514427,Residence
Mulleriyawa South,6.9339712,79.9286801,Sentino Valley,6.924181,79.931251,Residence
Malgama,6.9312269,79.9381577,Ranabima Residensies,6.936305194236056,79.93602919514427,Residence
Malgama,6.9312269,79.9381577,Sentino Valley,6.924181,79.931251,Residence
Maligagodella,6.9274925,79.9493483,Orchid Homes,6.918740236043012,79.94986464416567,Residence
Maligagodella,6.9274925,79.9493483,Glenwood Residencies,6.9173384,79.94766,Residence
Rajasinghagama,6.920196,79.9486489,Orchid Homes,6.918740236043012,79.94986464416567,Residence
Rajasinghagama,6.920196,79.9486489,Glenwood Residencies,6.9173384,79.94766,Residence
Rajasinghagama,6.920196,79.9486489,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Udumulla South,6.9180472,79.9409555,Glenwood Residencies,6.9173384,79.94766,Residence
Udumulla South,6.9180472,79.9409555,Orchid Homes,6.918740236043012,79.94986464416567,Residence
Udumulla South,6.9180472,79.9409555,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Udumulla South,6.9180472,79.9409555,Richard de Zoysa Media Housing Complex,6.915377157480253,79.93855383604613,Residence
Himbutana East,6.9226063,79.9374582,Sentino Valley,6.924181,79.931251,Residence
Himbutana East,6.9226063,79.9374582,Richard de Zoysa Media Housing Complex,6.915377157480253,79.93855383604613,Residence
Himbutana West,6.9224875,79.9318623,Sentino Valley,6.924181,79.931251,Residence
Himbutana West,6.9224875,79.9318623,Richard de Zoysa Media Housing Complex,6.915377157480253,79.93855383604613,Residence
Malpura,6.9256038,79.9227682,Sentino Valley,6.924181,79.931251,Residence
Gothatuwa New Town,6.9247781,79.9150724,Vicious Residence,6.9177427,79.91366,Residence
Gothatuwa New Town,6.9247781,79.9150724,Megoda Kolonnawa,6.922742351949357,79.91138553360075,Residence
Gothatuwa New Town,6.9247781,79.9150724,Birds Park Residences,6.922000805893735,79.90976205519097,Residence
Gothatuwa New Town,6.9247781,79.9150724,VILLA SIX 99,6.916927837559612,79.90894757154192,Residence
Elhena,6.9213644,79.9101748,Birds Park Residences,6.922000805893735,79.90976205519097,Residence
Elhena,6.9213644,79.9101748,Megoda Kolonnawa,6.922742351949357,79.91138553360075,Residence
Elhena,6.9213644,79.9101748,Vicious Residence,6.9177427,79.91366,Residence
Elhena,6.9213644,79.9101748,VILLA SIX 99,6.916927837559612,79.90894757154192,Residence
Elhena,6.9213644,79.9101748,Sky Gardens,6.913773955317969,79.90543263258373,Residence
Elhena,6.9213644,79.9101748,D & P's Little Palace,6.913628038272024,79.91309576748883,Residence
Elhena,6.9213644,79.9101748,Fairmount,6.914738059358789,79.90474899531999,Residence
Elhena,6.9213644,79.9101748,San Jay's Residence,6.918213,79.900698,Residence
Dodamgahahena,6.9187765,79.9129735,Vicious Residence,6.9177427,79.91366,Residence
Dodamgahahena,6.9187765,79.9129735,Megoda Kolonnawa,6.922742351949357,79.91138553360075,Residence
Dodamgahahena,6.9187765,79.9129735,Birds Park Residences,6.922000805893735,79.90976205519097,Residence
Dodamgahahena,6.9187765,79.9129735,Fairmount,6.914738059358789,79.90474899531999,Residence
Dodamgahahena,6.9187765,79.9129735,D & P's Little Palace,6.913628038272024,79.91309576748883,Residence
Dodamgahahena,6.9187765,79.9129735,VILLA SIX 99,6.916927837559612,79.90894757154192,Residence
Dodamgahahena,6.9187765,79.9129735,Araliya Court,6.913340336312988,79.91718453168316,Residence
Dodamgahahena,6.9187765,79.9129735,Sky Gardens,6.913773955317969,79.90543263258373,Residence
Dodamgahahena,6.9187765,79.9129735,Natures Treat,6.91451939855351,79.92079496383667,Residence
Hewagama,6.9313808,79.9766195,Serene Hostels,6.924348745970785,79.97856129565201,Residence
Hewagama,6.9313808,79.9766195,Study Room,6.92279577255249,79.9782485961914,Residence
Hewagama,6.9313808,79.9766195,Rasnanga,6.925407409667969,79.97949981689453,Residence
Kaduwela,6.929061,79.9827754,Rasnanga,6.925407409667969,79.97949981689453,Residence
Kaduwela,6.929061,79.9827754,Study Room,6.92279577255249,79.9782485961914,Residence
Kaduwela,6.929061,79.9827754,Serene Hostels,6.924348745970785,79.97856129565201,Residence
Kothalawala,6.9194938,79.9780178,Queens Hostel,6.918534506031171,79.97410418261411,Residence
Kothalawala,6.9194938,79.9780178,සිතියගේ place එක,6.919373,79.974097,Residence
Kothalawala,6.9194938,79.9780178,Boarding Place at Food City Upstairs,6.914626938954927,79.97199571396018,Residence
Kothalawala,6.9194938,79.9780178,Holmes Villa,6.9219241021169875,79.974939908669,Residence
Kothalawala,6.9194938,79.9780178,Pahan's Place,6.9101815,79.974045,Residence
Kothalawala,6.9194938,79.9780178,TheNiwasa,6.913905620574951,79.97154998779297,Residence
Kothalawala,6.9194938,79.9780178,Kings' Boarding-Place,6.916431213966726,79.97540473937988,Residence
Kothalawala,6.9194938,79.9780178,Club Bawana,6.912569466270065,79.97006745835732,Residence
Kothalawala,6.9194938,79.9780178,'Gal' Boarding-Place,6.914697259367906,79.97312096523399,Residence
Kothalawala,6.9194938,79.9780178,Isurupura 3rd Lane,6.910209310275858,79.97647478336376,Residence
Kothalawala,6.9194938,79.9780178,Jana's Boarding,6.91751036014131,79.96798074279161,Residence
Kothalawala,6.9194938,79.9780178,Yasodara Mawatha,6.912079876606666,79.97307726642642,Residence
Kothalawala,6.9194938,79.9780178,Serene Hostels,6.924348745970785,79.97856129565201,Residence
Kothalawala,6.9194938,79.9780178,Rasnanga,6.925407409667969,79.97949981689453,Residence
Kothalawala,6.9194938,79.9780178,Study Room,6.92279577255249,79.9782485961914,Residence
Kothalawala,6.9194938,79.9780178,Malabe Boarding,6.917426877730964,79.97063556075545,Residence
Kothalawala,6.9194938,79.9780178,Hotel Menaka (Pvt) LTD,6.918418180737276,79.97276044941654,Residence
Kothalawala,6.9194938,79.9780178,Janaka's Boarding House,6.9175467343341825,79.97246001842997,Residence
Mahadeniya,6.9257289,79.9598383,Nature's Breeze Residency,6.922235591374248,79.96562423217212,Residence
Mahadeniya,6.9257289,79.9598383,Jay; Resid,6.91691991873086,79.9665246997029,Residence
Mahadeniya,6.9257289,79.9598383,Raththi's boarding,6.916576813020021,79.96442993403907,Residence
Thalahena North,6.912431,79.9570411,Selna Residencirs,6.907989808623558,79.96329364472079,Residence
Thalahena North,6.912431,79.9570411,Raththi's boarding,6.916576813020021,79.96442993403907,Residence
Thalahena North,6.912431,79.9570411,Jay; Resid,6.91691991873086,79.9665246997029,Residence
Thalahena North,6.912431,79.9570411,Victory malabe,6.91219997406006,79.96241760253906,Residence
Thalahena North,6.912431,79.9570411,kanaththapara warriors,6.90935373047956,79.96604919433594,Residence
Thalahena North,6.912431,79.9570411,Nest,6.906787,79.957474,Residence
Thalahena North,6.912431,79.9570411,Ape Bodima,6.915884273231152,79.96622146734434,Residence
Thalahena North,6.912431,79.9570411,Malabe Cabin,6.9153206309403155,79.9602944254193,Residence
Thalahena North,6.912431,79.9570411,Dambugahawatta Houshing Scheem,6.907492162976665,79.94832930145785,Residence
Thalahena North,6.912431,79.9570411,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Thalahena North,6.912431,79.9570411,Eden Gardens,6.903311318927793,79.95818562301437,Residence
Thalahena North,6.912431,79.9570411,F&G country homes,6.90789128464404,79.94893032850617,Residence
Thalahena North,6.912431,79.9570411,Punchi Car Niwasa,6.904337181765534,79.95487480976429,Residence
Malabe North,6.9139619,79.9668308,හඳේ බෝඩිම,6.914706,79.969208,Residence
Malabe North,6.9139619,79.9668308,Jay; Resid,6.91691991873086,79.9665246997029,Residence
Malabe North,6.9139619,79.9668308,Raththi's boarding,6.916576813020021,79.96442993403907,Residence
Malabe North,6.9139619,79.9668308,Victory malabe,6.91219997406006,79.96241760253906,Residence
Malabe North,6.9139619,79.9668308,Selna Residencirs,6.907989808623558,79.96329364472079,Residence
Malabe North,6.9139619,79.9668308,Queens Hostel,6.918534506031171,79.97410418261411,Residence
Malabe North,6.9139619,79.9668308,සිතියගේ place එක,6.919373,79.974097,Residence
Malabe North,6.9139619,79.9668308,Ape Bodima,6.915884273231152,79.96622146734434,Residence
Malabe North,6.9139619,79.9668308,Malabe Boarding,6.917426877730964,79.97063556075545,Residence
Malabe North,6.9139619,79.9668308,Boarding Place at Food City Upstairs,6.914626938954927,79.97199571396018,Residence
Malabe North,6.9139619,79.9668308,Jana's Boarding,6.91751036014131,79.96798074279161,Residence
Malabe North,6.9139619,79.9668308,Samanala Uyana,6.915161788167552,79.96898040595407,Residence
Malabe North,6.9139619,79.9668308,Janaka's Boarding House,6.9175467343341825,79.97246001842997,Residence
Malabe North,6.9139619,79.9668308,Holmes Villa,6.9219241021169875,79.974939908669,Residence
Malabe North,6.9139619,79.9668308,kanaththapara warriors,6.90935373047956,79.96604919433594,Residence
Malabe North,6.9139619,79.9668308,Nature's Breeze Residency,6.922235591374248,79.96562423217212,Residence
Malabe North,6.9139619,79.9668308,Malabe Cabin,6.9153206309403155,79.9602944254193,Residence
Malabe North,6.9139619,79.9668308,Pahan's Place,6.9101815,79.974045,Residence
Malabe North,6.9139619,79.9668308,TheNiwasa,6.913905620574951,79.97154998779297,Residence
Malabe North,6.9139619,79.9668308,'Gal' Boarding-Place,6.914697259367906,79.97312096523399,Residence
Malabe North,6.9139619,79.9668308,Yasodara Mawatha,6.912079876606666,79.97307726642642,Residence
Malabe North,6.9139619,79.9668308,Isurupura 3rd Lane,6.910209310275858,79.97647478336376,Residence
Malabe North,6.9139619,79.9668308,Club Bawana,6.912569466270065,79.97006745835732,Residence
Malabe North,6.9139619,79.9668308,Hotel Menaka (Pvt) LTD,6.918418180737276,79.97276044941654,Residence
Malabe North,6.9139619,79.9668308,Kings' Boarding-Place,6.916431213966726,79.97540473937988,Residence
Pore,6.8878446,79.9836108,Millennium City Zone 7,6.889314901857072,79.99272313278746,Residence
Pore,6.8878446,79.9836108,Sakura Village,6.8921456,79.97694,Residence
Pore,6.8878446,79.9836108,Prisma Housing by Blue Mountain,6.896482392489188,79.98493522660716,Residence
Pore,6.8878446,79.9836108,"Shanthalokagama , Athurugiriya",6.892689982006707,79.98847973873744,Residence
Pore,6.8878446,79.9836108,Paradis Residencies,6.889234,79.992701,Residence
Pore,6.8878446,79.9836108,Millennium city,6.887742435974313,79.99451436186527,Residence
Pore,6.8878446,79.9836108,"Shanthalokagama , Athurugiriya",6.894748797283167,79.99133599713281,Residence
Pore,6.8878446,79.9836108,SH Home,6.8892661965420405,79.99283235512833,Residence
Malabe East,6.9034905,79.9724245,Supreme City,6.900906368741483,79.97538917637829,Residence
Malabe East,6.9034905,79.9724245,Club Bawana,6.912569466270065,79.97006745835732,Residence
Malabe East,6.9034905,79.9724245,kanaththapara warriors,6.90935373047956,79.96604919433594,Residence
Malabe East,6.9034905,79.9724245,TheNiwasa,6.913905620574951,79.97154998779297,Residence
Malabe East,6.9034905,79.9724245,Isurupura 3rd Lane,6.910209310275858,79.97647478336376,Residence
Malabe East,6.9034905,79.9724245,Pahan's Place,6.9101815,79.974045,Residence
Malabe East,6.9034905,79.9724245,Yasodara Mawatha,6.912079876606666,79.97307726642642,Residence
Malabe West,6.9019012,79.9598383,Punchi Car Niwasa,6.904337181765534,79.95487480976429,Residence
Malabe West,6.9019012,79.9598383,kanaththapara warriors,6.90935373047956,79.96604919433594,Residence
Malabe West,6.9019012,79.9598383,Nest,6.906787,79.957474,Residence
Malabe West,6.9019012,79.9598383,Selna Residencirs,6.907989808623558,79.96329364472079,Residence
Malabe West,6.9019012,79.9598383,Eden Gardens,6.903311318927793,79.95818562301437,Residence
Thalangama North B,6.907018,79.9514464,F&G country homes,6.90789128464404,79.94893032850617,Residence
Thalangama North B,6.907018,79.9514464,Bodima,6.905421574914374,79.94765723904582,Residence
Thalangama North B,6.907018,79.9514464,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Thalangama North B,6.907018,79.9514464,Dambugahawatta Houshing Scheem,6.907492162976665,79.94832930145785,Residence
Thalangama North B,6.907018,79.9514464,Nest,6.906787,79.957474,Residence
Thalangama North B,6.907018,79.9514464,Eden Gardens,6.903311318927793,79.95818562301437,Residence
Thalangama North B,6.907018,79.9514464,Punchi Car Niwasa,6.904337181765534,79.95487480976429,Residence
Thalahena South,6.9122534,79.9486489,F&G country homes,6.90789128464404,79.94893032850617,Residence
Thalahena South,6.9122534,79.9486489,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Thalahena South,6.9122534,79.9486489,Glenwood Residencies,6.9173384,79.94766,Residence
Thalahena South,6.9122534,79.9486489,Orchid Homes,6.918740236043012,79.94986464416567,Residence
Thalahena South,6.9122534,79.9486489,Punchi Car Niwasa,6.904337181765534,79.95487480976429,Residence
Thalahena South,6.9122534,79.9486489,Dambugahawatta Houshing Scheem,6.907492162976665,79.94832930145785,Residence
Thalahena South,6.9122534,79.9486489,Bodima,6.905421574914374,79.94765723904582,Residence
Muttettugoda,6.9068404,79.9430537,F&G country homes,6.90789128464404,79.94893032850617,Residence
Muttettugoda,6.9068404,79.9430537,Dambugahawatta Houshing Scheem,6.907492162976665,79.94832930145785,Residence
Muttettugoda,6.9068404,79.9430537,Halbarawa Gardens,6.91590547648075,79.9496297002323,Residence
Muttettugoda,6.9068404,79.9430537,Bodima,6.905421574914374,79.94765723904582,Residence
Muttettugoda,6.9068404,79.9430537,Richard de Zoysa Media Housing Complex,6.915377157480253,79.93855383604613,Residence
Thalangama North A,6.9168782,79.9317302,Sentino Valley,6.924181,79.931251,Residence
Thalangama North A,6.9168782,79.9317302,Richard de Zoysa Media Housing Complex,6.915377157480253,79.93855383604613,Residence
Walpola,6.918308,79.9220686,Natures Treat,6.91451939855351,79.92079496383667,Residence
Walpola,6.918308,79.9220686,Araliya Court,6.913340336312988,79.91718453168316,Residence
Walpola,6.918308,79.9220686,Vicious Residence,6.9177427,79.91366,Residence
Kalapaluwawa,6.9141883,79.9150724,Araliya Court,6.913340336312988,79.91718453168316,Residence
Kalapaluwawa,6.9141883,79.9150724,D & P's Little Palace,6.913628038272024,79.91309576748883,Residence
Kalapaluwawa,6.9141883,79.9150724,Natures Treat,6.91451939855351,79.92079496383667,Residence
Kalapaluwawa,6.9141883,79.9150724,Birds Park Residences,6.922000805893735,79.90976205519097,Residence
Kalapaluwawa,6.9141883,79.9150724,VILLA SIX 99,6.916927837559612,79.90894757154192,Residence
Kalapaluwawa,6.9141883,79.9150724,Megoda Kolonnawa,6.922742351949357,79.91138553360075,Residence
Kalapaluwawa,6.9141883,79.9150724,Fairway Residences,6.909056398696462,79.90545572896367,Residence
Kalapaluwawa,6.9141883,79.9150724,Sky Gardens,6.913773955317969,79.90543263258373,Residence
Kalapaluwawa,6.9141883,79.9150724,Vicious Residence,6.9177427,79.91366,Residence
Kotuwegoda,6.9113627,79.9066763,Fairway Residences,6.909056398696462,79.90545572896367,Residence
Kotuwegoda,6.9113627,79.9066763,Lake Winds Recidencies,6.906348404155096,79.9021963590473,Residence
Kotuwegoda,6.9113627,79.9066763,Sanje Operations Quaters,6.904333353832276,79.90558569662059,Residence
Kotuwegoda,6.9113627,79.9066763,D & P's Little Palace,6.913628038272024,79.91309576748883,Residence
Kotuwegoda,6.9113627,79.9066763,San Jay's Residence,6.918213,79.900698,Residence
Kotuwegoda,6.9113627,79.9066763,VILLA SIX 99,6.916927837559612,79.90894757154192,Residence
Kotuwegoda,6.9113627,79.9066763,Unix,6.90263795852661,79.90118408203125,Residence
Kotuwegoda,6.9113627,79.9066763,Capital Heights,6.9095473,79.9007,Residence
Kotuwegoda,6.9113627,79.9066763,Aathama Colombo House,6.908318,79.904521,Residence
Kotuwegoda,6.9113627,79.9066763,Fairmount,6.914738059358789,79.90474899531999,Residence
Kotuwegoda,6.9113627,79.9066763,Sky Gardens,6.913773955317969,79.90543263258373,Residence
Kotuwegoda,6.9113627,79.9066763,Vicious Residence,6.9177427,79.91366,Residence
Subhoothipura,6.9062472,79.9150724,Araliya Court,6.913340336312988,79.91718453168316,Residence
Subhoothipura,6.9062472,79.9150724,"No. 10, Thanthri Mawatha, Etul Kotte, Kotte",6.89958381652832,79.90534973144531,Residence
Subhoothipura,6.9062472,79.9150724,D & P's Little Palace,6.913628038272024,79.91309576748883,Residence
Subhoothipura,6.9062472,79.9150724,Natures Treat,6.91451939855351,79.92079496383667,Residence
Subhoothipura,6.9062472,79.9150724,Sanje Operations Quaters,6.904333353832276,79.90558569662059,Residence
Subhoothipura,6.9062472,79.9150724,Capital TRUST Residencies - FORTRESS,6.899688,79.905964,Residence
Subhoothipura,6.9062472,79.9150724,Fairway Residences,6.909056398696462,79.90545572896367,Residence
Subhoothipura,6.9062472,79.9150724,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Udumulla,6.9083957,79.9227682,Natures Treat,6.91451939855351,79.92079496383667,Residence
Udumulla,6.9083957,79.9227682,Araliya Court,6.913340336312988,79.91718453168316,Residence
Udumulla,6.9083957,79.9227682,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Udumulla,6.9083957,79.9227682,Tutoo's Hideout,6.900902327614847,79.9260173480871,Residence
Udumulla,6.9083957,79.9227682,Natures Treat,6.91451939855351,79.92079496383667,Residence
Udumulla,6.9083957,79.9227682,Tutoo's Hideout,6.900902327614847,79.9260173480871,Residence
Udumulla,6.9083957,79.9227682,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Udumulla,6.9083957,79.9227682,Araliya Court,6.913340336312988,79.91718453168316,Residence
Battaramulla North,6.9011316,79.9234678,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Battaramulla North,6.9011316,79.9234678,Tutoo's Hideout,6.900902327614847,79.9260173480871,Residence
Battaramulla North,6.9011316,79.9234678,kassapage bodima,6.895546,79.919622,Residence
Pothuarawa,6.897724,79.9500477,Eden Gardens,6.903311318927793,79.95818562301437,Residence
Pothuarawa,6.897724,79.9500477,willow hills,6.893308620498303,79.95062410976895,Residence
Pothuarawa,6.897724,79.9500477,Dambugahawatta Houshing Scheem,6.907492162976665,79.94832930145785,Residence
Pothuarawa,6.897724,79.9500477,Bodima,6.905421574914374,79.94765723904582,Residence
Pothuarawa,6.897724,79.9500477,F&G country homes,6.90789128464404,79.94893032850617,Residence
Pothuarawa,6.897724,79.9500477,Punchi Car Niwasa,6.904337181765534,79.95487480976429,Residence
Hokandara North,6.8929026,79.9724245,Sakura Village,6.8921456,79.97694,Residence
Hokandara North,6.8929026,79.9724245,Supreme City,6.900906368741483,79.97538917637829,Residence
Evarihena,6.8832567,79.9542438,Promise Land,6.877860188680049,79.95170046338244,Residence
Kumaragewatta,6.885066,79.9358798,Diyawanna Gardens,6.889197380748424,79.92956425235599,Residence
Kumaragewatta,6.885066,79.9358798,Jayawadanagama,6.887898072694517,79.94029153356033,Residence
Kumaragewatta,6.885066,79.9358798,Pabasara's Boading,6.881278991699219,79.93905639648438,Residence
Kumaragewatta,6.885066,79.9358798,Siripura,6.878301,79.941505,Residence
Kumaragewatta,6.885066,79.9358798,Bankhill Gardens,6.886013,79.928314,Residence
Jayawadanagama,6.8862842,79.9409555,Jayawadanagama,6.887898072694517,79.94029153356033,Residence
Jayawadanagama,6.8862842,79.9409555,Pabasara's Boading,6.881278991699219,79.93905639648438,Residence
Jayawadanagama,6.8862842,79.9409555,Siripura,6.878301,79.941505,Residence
Aruppitiya,6.8960753,79.9346603,Diyawanna Gardens,6.889197380748424,79.92956425235599,Residence
Aruppitiya,6.8960753,79.9346603,Jayawadanagama,6.887898072694517,79.94029153356033,Residence
Asiri Uyana,6.8939867,79.9297637,Diyawanna Gardens,6.889197380748424,79.92956425235599,Residence
Asiri Uyana,6.8939867,79.9297637,Bankhill Gardens,6.886013,79.928314,Residence
Asiri Uyana,6.8939867,79.9297637,kassapage bodima,6.895546,79.919622,Residence
Asiri Uyana,6.8939867,79.9297637,Tutoo's Hideout,6.900902327614847,79.9260173480871,Residence
Battaramulla South,6.8957198,79.9178709,kassapage bodima,6.895546,79.919622,Residence
Battaramulla South,6.8957198,79.9178709,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Battaramulla South,6.8957198,79.9178709,Tutoo's Hideout,6.900902327614847,79.9260173480871,Residence
Rajamalwatta,6.9009536,79.9150724,kassapage bodima,6.895546,79.919622,Residence
Rajamalwatta,6.9009536,79.9150724,"No. 10, Thanthri Mawatha, Etul Kotte, Kotte",6.89958381652832,79.90534973144531,Residence
Rajamalwatta,6.9009536,79.9150724,Sanje Operations Quaters,6.904333353832276,79.90558569662059,Residence
Rajamalwatta,6.9009536,79.9150724,Capital TRUST Residencies - FORTRESS,6.899688,79.905964,Residence
Rajamalwatta,6.9009536,79.9150724,Ambassador Residencies,6.900446204201117,79.92172152135201,Residence
Pahalawela,6.8905834,79.924918,Bankhill Gardens,6.886013,79.928314,Residence
Pahalawela,6.8905834,79.924918,Diyawanna Gardens,6.889197380748424,79.92956425235599,Residence
Pahalawela,6.8905834,79.924918,kassapage bodima,6.895546,79.919622,Residence
Wickramasinghapura,6.8809624,79.9395566,Siripura,6.878301,79.941505,Residence
Wickramasinghapura,6.8809624,79.9395566,Pabasara's Boading,6.881278991699219,79.93905639648438,Residence
Wickramasinghapura,6.8809624,79.9395566,Jayawadanagama,6.887898072694517,79.94029153356033,Residence
Wellangiriya,6.8779645,79.9542438,Promise Land,6.877860188680049,79.95170046338244,Residence
Koswatta,6.9005375,79.8954802,The Flat,6.900381,79.8941,Residence
Koswatta,6.9005375,79.8954802,BSS IN,6.899112903599358,79.89500725042038,Residence
Koswatta,6.9005375,79.8954802,Kudy's,6.902646,79.893894,Residence
Koswatta,6.9005375,79.8954802,"25/6, 3rd Lane",6.898243427276611,79.89407348632812,Residence
Koswatta,6.9005375,79.8954802,Unix,6.90263795852661,79.90118408203125,Residence
Koswatta,6.9005375,79.8954802,Unilever guest house,6.898233413696289,79.9045181274414,Residence
Koswatta,6.9005375,79.8954802,9 th lane.,6.895399108772911,79.90506637112634,Residence
Koswatta,6.9005375,79.8954802,Mirinae Guesthouse,6.907215,79.895959,Residence
Koswatta,6.9005375,79.8954802,Lake Winds Recidencies,6.906348404155096,79.9021963590473,Residence
Koswatta,6.9005375,79.8954802,mi casa <3,6.906999944234134,79.89033811500346,Residence
Koswatta,6.9005375,79.8954802,"""Q""",6.906454130133167,79.89614442616408,Residence
Koswatta,6.9005375,79.8954802,Capital Heights,6.9095473,79.9007,Residence
Koswatta,6.9005375,79.8954802,Royal Park Condominium Lobby,6.9056792999665495,79.88850101013347,Residence
Koswatta,6.9005375,79.8954802,Prime Residences,6.893388,79.891887,Residence
Koswatta,6.9005375,79.8954802,Kirimandala Road,6.894672937789293,79.88818935460628,Residence
Koswatta,6.9005375,79.8954802,Iconic-110,6.907534762147344,79.8902520734742,Residence
Koswatta,6.9005375,79.8954802,Royal Park,6.905672293925782,79.8880164235532,Residence
Koswatta,6.9005375,79.8954802,Cassa,6.897222218810709,79.89731438969342,Residence
Koswatta,6.9005375,79.8954802,Royal Court,6.903729261532462,79.8976697493628,Residence
Koswatta,6.9005375,79.8954802,Fair Mont,6.894461717510139,79.8959694770076,Residence
Koswatta,6.9005375,79.8954802,The Flat,6.900381,79.8941,Residence
Koswatta,6.9005375,79.8954802,BSS IN,6.899112903599358,79.89500725042038,Residence
Koswatta,6.9005375,79.8954802,Kudy's,6.902646,79.893894,Residence
Koswatta,6.9005375,79.8954802,"25/6, 3rd Lane",6.898243427276611,79.89407348632812,Residence
Koswatta,6.9005375,79.8954802,Mirinae Guesthouse,6.907215,79.895959,Residence
Koswatta,6.9005375,79.8954802,9 th lane.,6.895399108772911,79.90506637112634,Residence
Koswatta,6.9005375,79.8954802,Lake Winds Recidencies,6.906348404155096,79.9021963590473,Residence
Koswatta,6.9005375,79.8954802,Unix,6.90263795852661,79.90118408203125,Residence
Koswatta,6.9005375,79.8954802,Unilever guest house,6.898233413696289,79.9045181274414,Residence
Koswatta,6.9005375,79.8954802,mi casa <3,6.906999944234134,79.89033811500346,Residence
Koswatta,6.9005375,79.8954802,"""Q""",6.906454130133167,79.89614442616408,Residence
Koswatta,6.9005375,79.8954802,Capital Heights,6.9095473,79.9007,Residence
Koswatta,6.9005375,79.8954802,Kirimandala Road,6.894672937789293,79.88818935460628,Residence
Koswatta,6.9005375,79.8954802,Royal Park Condominium Lobby,6.9056792999665495,79.88850101013347,Residence
Koswatta,6.9005375,79.8954802,Prime Residences,6.893388,79.891887,Residence
Koswatta,6.9005375,79.8954802,Iconic-110,6.907534762147344,79.8902520734742,Residence
Koswatta,6.9005375,79.8954802,Royal Park,6.905672293925782,79.8880164235532,Residence
Koswatta,6.9005375,79.8954802,Royal Court,6.903729261532462,79.8976697493628,Residence
Koswatta,6.9005375,79.8954802,Cassa,6.897222218810709,79.89731438969342,Residence
Koswatta,6.9005375,79.8954802,Fair Mont,6.894461717510139,79.8959694770076,Residence
Mirihana South,6.8762544,79.9045771,Quarry road 187,6.871343,79.906867,Residence
Mirihana South,6.8762544,79.9045771,Mix's Joint,6.873062,79.905427,Residence
Mirihana South,6.8762544,79.9045771,Latitude 26,6.8798631500128735,79.90942860977884,Residence
Mirihana South,6.8762544,79.9045771,Annex,6.88104248046875,79.91255950927734,Residence
Mirihana South,6.8762544,79.9045771,Rita's Place,6.878918417290805,79.8997089393645,Residence
Mirihana North,6.8796652,79.9094751,Latitude 26,6.8798631500128735,79.90942860977884,Residence
Mirihana North,6.8796652,79.9094751,Annex,6.88104248046875,79.91255950927734,Residence
Mirihana North,6.8796652,79.9094751,Brilliance Residencies,6.878595963912067,79.91572559434667,Residence
Mirihana North,6.8796652,79.9094751,Mix's Joint,6.873062,79.905427,Residence
Mirihana North,6.8796652,79.9094751,Rita's Place,6.878918417290805,79.8997089393645,Residence
Mirihana North,6.8796652,79.9094751,Pragathipura,6.877023382928023,79.91784635195525,Residence
Mirihana North,6.8796652,79.9094751,Quarry road 187,6.871343,79.906867,Residence
Madiwela,6.8773153,79.9234678,Greenfield Park,6.87603316241405,79.9221915584569,Residence
Madiwela,6.8773153,79.9234678,Pragathipura,6.877023382928023,79.91784635195525,Residence
Madiwela,6.8773153,79.9234678,Brilliance Housing Complex,6.87719136379547,79.92237192086276,Residence
Madiwela,6.8773153,79.9234678,ETI Homes Lush 24,6.868819,79.929064,Residence
Madiwela,6.8773153,79.9234678,Sri Jayewardenepura,6.869287560039389,79.92583573882258,Residence
